date,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,SPEI_1,SPEI_3,SPEI_6,SPEI_12,SPEI_24
0,53.2,11.0,23.91,1.4,15.5,-2.8,2.7,8.2,4.4,5.81,3,-1.87,-0.29,0.09,-0.54
1,65.4,12.4,16.43,1.9,8.9,-0.1,6.1,12.3,5.8,4.39,0,-0.44,-0.45,-0.14,-0.52
2,82.1,8.9,3.73,2.0,93.9,5.9,10.3,14.8,9.0,13.33,2,-0.77,-0.65,-0.2,-0.65
3,68.0,12.0,0.0,3.3,51.2,11.1,17.1,23.1,13.2,9.45,1,-0.36,-1.15,-0.3,-1.0
4,62.7,12.1,0.0,4.1,85.3,15.5,21.5,27.6,17.6,10.51,0,-0.95,-0.99,-1.16,-1.23
5,69.7,9.7,0.0,4.3,122.7,22.2,27.0,31.9,26.0,10.26,2,-1.28,-1.35,-1.51,-0.98
6,66.0,9.8,0.0,4.5,89.3,24.9,29.8,34.7,31.8,9.21,0,-1.01,-1.02,-1.04,-0.64
7,60.4,8.8,0.0,4.0,123.0,23.7,28.1,32.5,30.8,11.11,0,-0.67,-1.0,-1.03,-0.36
8,63.8,8.6,0.0,3.0,121.4,18.2,22.5,26.8,21.9,13.43,0,0.24,-0.77,-0.9,-0.25
9,63.9,8.8,0.0,2.2,51.3,13.0,17.4,21.8,15.2,9.66,0,1.16,-0.25,-0.81,-0.19
10,71.5,6.8,0.44,1.4,93.3,8.6,12.0,15.4,11.1,13.36,0,0.93,-0.2,-0.74,-0.3
11,57.3,8.3,15.26,1.1,22.7,1.0,5.1,9.3,6.4,8.67,2,0.78,0.54,-0.76,-0.4
12,37.6,10.7,24.71,1.4,12.0,-3.5,1.9,7.3,4.1,5.27,1,-0.89,0.69,-0.63,-0.37
13,54.5,12.5,15.95,1.9,34.7,0.1,6.3,12.6,6.1,8.56,4,-2.23,-0.75,-1.15,-0.9
14,54.5,13.2,9.52,2.7,6.5,3.2,9.8,16.4,7.3,3.78,0,-1.29,-0.65,-0.97,-0.8
15,65.9,12.1,0.44,3.1,86.9,8.6,14.6,20.7,11.6,12.06,1,-1.35,-1.5,-1.07,-0.89
16,72.1,11.8,0.0,3.8,62.3,15.1,21.0,26.9,17.0,9.03,0,-0.16,-1.21,-0.92,-1.29
17,69.7,9.9,0.0,4.2,154.9,20.5,25.4,30.4,23.6,11.4,0,0.1,-0.55,-0.12,-1.08
18,70.2,9.0,0.0,4.1,211.7,24.4,28.9,33.4,31.6,13.87,0,0.91,0.1,0.41,-0.49
19,59.7,8.4,0.0,3.8,209.1,22.8,27.0,31.2,30.0,14.69,0,1.02,0.61,0.28,-0.56
20,63.8,9.5,0.0,3.0,107.8,18.0,22.7,27.5,22.1,12.85,0,0.99,0.56,0.22,-0.51
21,61.1,10.0,0.0,2.2,42.4,11.6,16.6,21.6,14.6,8.62,0,1.11,1.23,0.28,-0.39
22,65.7,8.0,4.31,1.4,108.4,5.5,9.5,13.5,9.2,14.06,0,1.07,1.33,0.27,-0.31
23,46.4,9.8,15.52,1.2,26.2,0.9,5.8,10.7,6.6,9.27,4,0.68,1.16,0.16,-0.42
24,24.2,13.1,26.19,1.7,0.3,-4.9,1.7,8.3,3.0,0.4,3,-1.99,0.07,0.02,-0.42
25,47.7,13.0,20.32,2.0,11.9,-1.8,4.7,11.2,4.8,5.06,0,-1.5,-0.09,0.5,-0.49
26,54.8,10.1,4.84,2.4,83.8,5.3,10.3,15.4,8.5,12.66,0,0.64,0.9,0.89,-0.07
27,84.0,7.9,0.0,2.4,131.0,10.7,14.6,18.6,13.0,14.52,0,2.05,1.28,1.73,0.55
28,82.2,7.6,0.0,2.8,208.9,16.7,20.5,24.3,20.4,15.68,3,1.21,0.52,1.33,0.32
29,66.4,10.3,0.0,4.3,52.4,20.3,25.4,30.6,23.0,6.5,0,0.93,1.02,1.46,0.9
30,75.5,7.9,0.0,3.8,236.5,23.9,27.8,31.8,30.1,14.59,0,1.09,1.86,1.75,1.5
31,75.6,6.9,0.0,3.2,296.2,23.8,27.2,30.7,31.1,17.44,0,1.86,2.0,1.76,1.45
32,66.6,7.1,0.0,3.0,99.5,19.6,23.1,26.7,22.4,12.13,3,1.41,1.4,1.54,1.27
33,51.1,12.0,0.0,2.6,5.5,10.6,16.6,22.6,13.0,3.25,0,-0.65,0.61,1.14,1.05
34,60.9,10.4,2.96,1.6,27.7,6.3,11.5,16.7,10.3,7.35,0,-1.22,1.25,1.13,1.04
35,49.9,10.4,18.19,1.2,18.0,-0.1,5.1,10.3,6.2,7.77,0,0.21,1.36,1.47,1.21
36,69.7,6.6,18.19,1.1,54.2,-0.1,3.2,6.5,5.6,10.59,0,1.66,0.32,1.89,1.43
37,82.4,5.4,23.01,1.1,83.6,-3.4,-0.7,2.0,4.1,12.81,0,1.55,0.09,1.84,1.64
38,66.5,8.7,4.27,2.1,60.3,5.6,9.9,14.3,9.1,10.95,0,3.12,2.48,2.24,2.11
39,89.4,6.5,0.0,2.2,240.9,13.4,16.6,19.9,15.7,19.09,0,2.49,2.63,2.22,2.46
40,71.6,8.6,0.0,3.3,205.4,16.1,20.4,24.7,18.6,15.86,0,2.27,2.27,2.57,2.35
41,71.3,10.2,0.0,4.1,120.7,19.9,25.0,30.1,22.4,9.97,1,0.5,1.71,2.09,2.16
42,67.1,8.8,0.0,4.4,134.5,25.0,29.4,33.8,30.9,11.22,2,-0.98,0.99,1.03,1.85
43,57.9,8.7,0.0,4.0,79.1,23.4,27.7,32.1,30.3,9.23,0,-0.97,1.0,0.93,1.81
