date,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,SPEI_1,SPEI_3,SPEI_6,SPEI_12,SPEI_24
0,52.9,12.0,26.77,1.5,5.4,-5.5,0.5,6.5,2.8,4.32,3,-1.58,0.51,0.08,-0.91
1,60.4,13.2,21.28,1.9,3.8,-2.5,4.1,10.7,4.0,3.42,0,-0.74,-0.72,-0.21,-0.98
2,77.7,10.6,9.28,2.1,35.1,3.3,8.6,13.9,7.2,9.22,1,-0.83,-0.91,-0.39,-0.95
3,61.6,13.5,0.27,3.6,42.8,8.9,15.6,22.4,10.4,9.54,0,-0.31,-0.85,-0.15,-1.14
4,62.0,13.5,0.0,4.2,67.0,13.4,20.1,26.9,14.2,10.29,0,-0.24,-0.45,-0.2,-1.46
5,78.4,10.1,0.0,4.2,78.6,20.5,25.5,30.6,20.9,9.48,1,-0.41,-0.74,-0.7,-0.8
6,70.2,9.7,0.0,4.0,117.4,22.7,27.5,32.4,28.4,12.35,1,-0.77,-0.85,-0.5,-0.78
7,55.2,9.2,0.0,3.8,80.9,20.8,25.4,30.0,25.9,10.71,0,-1.05,-0.99,-1.17,-0.62
8,58.7,9.7,0.0,2.9,77.6,15.4,20.2,25.1,18.1,12.25,0,-0.32,-0.48,-0.8,-0.35
9,78.3,7.4,0.0,1.7,65.3,10.9,14.6,18.3,12.8,11.66,0,0.93,-0.1,-0.52,-0.19
10,68.1,7.5,4.31,1.3,58.0,5.5,9.2,13.0,8.9,11.84,0,1.48,-0.25,-0.51,-0.26
11,48.5,10.0,23.56,1.2,6.1,-2.5,2.5,7.5,4.6,4.78,1,1.12,0.07,-0.47,-0.29
12,32.2,11.8,27.41,1.3,4.5,-6.2,-0.3,5.6,3.0,3.94,0,-0.39,0.75,-0.33,-0.19
13,52.9,12.7,21.39,1.8,18.8,-2.6,3.8,10.2,4.6,7.21,3,-1.82,0.35,-0.73,-0.7
14,47.1,14.6,16.33,2.8,2.4,0.6,7.9,15.2,5.2,2.14,0,-1.22,-0.37,-0.62,-0.71
15,62.2,13.2,3.12,3.2,49.7,6.2,12.8,19.4,8.9,10.04,3,-1.7,-1.69,-0.99,-0.81
16,65.1,14.2,0.0,4.3,25.2,12.7,19.8,26.9,12.9,6.52,0,-0.86,-1.43,-1.14,-0.92
17,65.7,12.0,0.0,4.7,82.9,18.5,24.5,30.5,18.3,10.09,1,-1.22,-1.5,-1.19,-1.24
18,71.6,10.4,0.0,3.9,109.5,21.6,26.8,32.0,27.3,12.08,0,0.42,-0.59,-0.13,-0.42
19,68.4,8.7,0.0,3.3,189.6,20.2,24.5,28.9,25.6,15.75,0,0.33,-0.2,-0.07,-0.89
20,59.9,10.1,0.0,2.8,79.8,15.2,20.2,25.3,18.6,12.8,0,0.98,-0.06,-0.23,-0.76
21,66.1,9.4,0.06,1.9,49.0,9.5,14.2,18.9,12.3,10.44,0,1.1,0.88,-0.01,-0.4
22,68.7,7.6,9.7,1.2,85.3,3.0,6.8,10.6,7.2,14.13,0,1.56,0.92,-0.03,-0.4
23,42.7,11.4,23.21,1.3,6.1,-2.2,3.5,9.2,4.9,5.2,4,1.52,1.31,-0.14,-0.46
24,17.9,13.4,28.25,1.6,0.1,-7.2,-0.5,6.2,1.9,0.03,3,-1.99,0.42,-0.28,-0.45
25,43.3,14.0,23.29,1.9,2.8,-4.5,2.5,9.5,3.4,2.39,0,-1.14,0.9,0.15,-0.45
26,51.0,11.9,11.55,2.5,46.3,2.4,8.3,14.3,6.5,10.43,0,0.77,1.45,0.51,-0.09
27,84.8,8.1,0.64,2.3,66.0,8.3,12.3,16.4,10.5,11.71,0,2.63,1.92,1.63,0.63
28,78.4,9.0,0.0,2.9,156.8,13.8,18.3,22.8,16.7,15.19,0,2.06,1.53,1.63,0.53
29,65.4,12.4,0.0,4.7,69.9,18.4,24.6,30.8,18.8,9.08,1,0.78,0.97,1.6,0.47
30,71.1,9.5,0.0,3.9,97.6,21.4,26.1,30.9,25.8,11.38,0,0.71,1.89,1.91,1.33
31,77.0,7.1,0.0,3.0,235.4,21.6,25.1,28.7,27.0,17.42,0,1.21,1.93,2.11,1.57
32,77.8,7.4,0.0,2.4,119.8,16.6,20.3,24.0,19.0,15.29,3,1.43,1.42,1.74,1.19
33,47.7,12.8,0.92,2.4,5.0,8.0,14.4,20.8,10.6,3.32,0,-0.15,0.46,1.28,0.96
34,56.7,11.6,9.7,1.5,16.9,3.0,8.8,14.6,7.8,6.61,0,-1.38,0.6,1.3,0.96
35,43.2,11.9,24.71,1.2,6.2,-3.5,2.5,8.5,4.5,5.09,0,0.24,1.39,1.5,1.05
36,62.3,7.8,24.49,1.1,20.1,-3.3,0.6,4.5,4.0,8.05,0,1.64,0.42,1.74,1.16
37,83.6,6.6,25.48,1.1,23.7,-6.0,-2.7,0.6,2.8,7.97,0,1.79,-0.23,1.73,1.39
38,64.9,9.8,9.77,2.0,32.3,3.1,8.0,12.9,7.4,8.83,0,3.52,2.91,2.28,1.95
39,89.6,6.6,0.0,2.0,161.7,10.6,13.9,17.2,13.0,17.3,0,3.15,3.1,2.03,2.32
40,70.1,9.6,0.0,3.3,119.1,13.9,18.7,23.5,15.7,13.52,1,2.38,2.41,2.04,2.27
41,63.7,13.0,0.0,4.7,51.8,17.6,24.1,30.6,18.0,8.19,0,1.48,2.77,2.65,2.44
42,75.5,8.5,0.0,3.7,223.2,22.2,26.4,30.7,27.0,16.73,0,0.7,2.19,2.2,2.48
43,62.9,8.5,0.0,3.5,136.1,21.1,25.3,29.6,26.5,13.41,0,1.69,2.38,2.35,2.76
44,85.5,5.8,0.0,2.1,160.7,16.9,19.8,22.7,19.2,17.17,0,2.15,2.19,2.86,2.93
45,89.3,5.2,0.0,1.5,140.4,12.1,14.7,17.3,13.8,16.95,1,2.25,1.8,2.91,2.85
46,55.1,10.5,8.74,1.5,11.4,3.4,8.6,13.9,7.7,5.64,0,1.93,2.08,2.89,2.83
47,55.3,10.0,23.45,1.2,6.1,-2.4,2.6,7.6,4.5,5.2,0,-0.7,1.93,2.81,2.9
48,47.6,9.7,24.37,1.3,7.2,-3.2,1.7,6.6,4.1,4.95,0,-0.05,2.29,2.7,2.9
