date,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,SPEI_1,SPEI_3,SPEI_6,SPEI_12,SPEI_24
0,50.5,12.0,27.23,1.5,5.4,-6.0,0.0,6.0,2.6,3.5,3,-1.6,0.2,0.11,-0.85
1,57.6,13.8,21.91,2.0,3.6,-3.1,3.8,10.7,3.8,2.99,0,-0.92,-0.86,-0.15,-0.93
2,76.2,11.2,10.27,2.2,27.3,2.9,8.5,14.1,6.9,7.64,1,-0.92,-1.04,-0.27,-0.89
3,59.5,14.2,0.5,3.8,39.7,8.5,15.6,22.7,10.0,8.6,0,-0.34,-0.95,-0.07,-1.07
4,59.8,14.0,0.0,4.5,58.5,13.4,20.4,27.4,13.7,8.98,0,0.24,-0.11,0.21,-1.2
5,78.4,10.0,0.0,4.3,90.6,20.6,25.6,30.6,20.6,10.05,1,-0.08,-0.51,-0.32,-0.61
6,70.3,10.0,0.0,4.0,119.3,22.5,27.5,32.5,28.6,12.05,1,-0.37,-0.52,-0.4,-0.6
7,56.9,9.4,0.0,3.7,95.3,20.4,25.1,29.8,26.0,10.63,0,-0.83,-0.58,-0.88,-0.4
8,58.0,10.0,0.0,2.9,80.5,15.0,20.0,25.0,17.9,11.76,0,0.37,0.2,-0.26,0.08
9,76.5,7.9,0.0,1.7,91.5,10.3,14.2,18.2,12.8,12.18,0,1.4,0.53,0.02,0.21
10,65.6,8.0,5.86,1.3,54.5,4.7,8.7,12.7,8.7,10.33,0,1.87,0.23,0.05,0.12
11,45.4,10.4,24.71,1.2,3.7,-3.5,1.7,6.9,4.3,3.18,1,0.9,0.6,0.06,0.07
12,30.3,12.0,27.92,1.4,3.4,-6.8,-0.8,5.2,2.8,2.64,0,-0.57,1.21,0.21,0.19
13,52.2,12.7,22.01,1.8,16.5,-3.2,3.2,9.6,4.3,6.08,3,-1.83,0.96,-0.15,-0.24
14,46.2,15.1,17.66,2.9,1.4,0.1,7.6,15.2,4.9,1.25,0,-1.42,-0.61,-0.1,-0.27
15,60.0,13.9,3.44,3.5,37.6,6.0,12.9,19.9,8.4,8.28,3,-1.85,-1.9,-0.43,-0.37
16,61.1,15.1,0.0,4.7,23.1,12.6,20.1,27.7,12.2,5.77,0,-0.75,-1.4,-0.66,-0.31
17,63.0,12.3,0.0,5.0,89.4,18.5,24.6,30.8,17.7,10.17,0,-0.59,-1.16,-0.43,-0.46
18,71.8,10.4,0.0,3.9,144.1,21.5,26.7,31.9,27.3,13.13,0,0.8,-0.25,0.45,0.05
19,69.0,8.9,0.0,3.3,187.1,20.1,24.5,29.0,25.6,14.48,0,0.78,0.25,0.59,-0.21
20,60.1,10.3,0.0,2.8,91.7,14.9,20.0,25.2,18.4,12.62,0,1.18,0.51,0.22,-0.07
21,63.2,10.0,0.28,1.9,50.8,8.9,13.9,18.9,12.1,9.91,0,1.42,1.36,0.44,0.31
22,67.2,7.8,11.43,1.2,85.8,2.3,6.2,10.1,7.0,12.69,0,1.67,1.33,0.43,0.32
23,40.7,11.6,23.91,1.3,4.9,-2.8,3.0,8.8,4.7,3.81,4,1.47,1.49,0.33,0.24
24,16.3,13.2,28.55,1.7,0.0,-7.6,-1.0,5.6,1.7,0.01,3,-2.01,0.77,0.17,0.23
25,42.0,14.6,24.01,2.0,1.7,-5.3,2.0,9.3,3.1,1.39,0,-1.33,0.98,0.57,0.26
26,50.1,12.5,12.86,2.5,38.2,1.9,8.1,14.4,6.4,8.95,0,0.72,1.36,1.0,0.61
27,84.0,8.6,0.98,2.4,60.0,7.9,12.2,16.5,10.1,10.58,0,2.56,1.82,1.95,1.21
28,76.4,9.4,0.0,3.1,141.5,13.5,18.2,22.9,16.2,13.44,0,2.07,1.53,1.95,1.06
29,63.9,12.5,0.0,4.9,67.7,18.8,25.0,31.3,18.6,8.77,1,1.06,1.19,1.86,1.06
30,70.1,9.8,0.0,4.0,118.2,21.3,26.2,31.1,25.8,11.85,0,0.69,1.86,2.02,1.7
31,77.8,7.4,0.0,3.0,214.4,21.3,25.0,28.7,27.0,15.51,0,1.17,1.97,2.14,1.88
32,77.0,7.6,0.0,2.4,115.1,16.2,20.0,23.8,18.7,14.15,3,1.27,1.45,1.76,1.4
33,44.4,13.3,1.42,2.4,3.3,7.5,14.1,20.8,10.2,2.57,0,-0.07,0.47,1.28,1.19
34,53.1,11.7,10.93,1.6,17.8,2.5,8.3,14.2,7.5,6.07,0,-1.28,0.57,1.31,1.2
35,40.6,12.0,25.36,1.3,9.5,-4.1,1.9,7.9,4.1,4.91,0,0.49,1.28,1.56,1.33
36,59.5,7.8,25.47,1.0,21.5,-4.2,-0.3,3.6,3.9,6.77,0,1.77,0.6,1.81,1.43
37,81.4,7.0,26.12,1.1,22.4,-6.8,-3.3,0.2,2.6,6.99,0,1.92,0.03,1.83,1.65
38,65.2,10.0,11.55,2.0,26.2,2.4,7.4,12.4,7.1,7.47,0,3.19,2.76,2.34,2.2
39,89.4,7.5,0.01,2.1,147.4,9.8,13.5,17.3,12.6,15.73,0,3.04,3.0,2.08,2.52
40,67.4,10.0,0.0,3.6,111.3,13.9,18.9,23.9,15.4,12.14,2,2.22,2.33,2.04,2.46
41,61.6,13.2,0.0,5.0,37.6,17.8,24.4,31.0,17.7,6.91,0,1.66,2.76,2.7,2.6
42,76.7,8.8,0.0,3.6,239.4,22.0,26.4,30.8,27.2,16.68,0,0.69,2.17,2.24,2.61
43,65.1,8.6,0.0,3.4,126.4,20.8,25.1,29.4,26.6,12.03,0,1.67,2.37,2.32,2.78
44,84.5,6.2,0.0,2.1,138.8,16.3,19.4,22.5,19.1,15.34,0,1.95,2.18,2.79,2.93
