date,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,SPEI_1,SPEI_3,SPEI_6,SPEI_12,SPEI_24
0,53.6,11.4,28.63,1.5,5.3,-7.7,-2.0,3.7,1.2,5.34,2,-1.35,0.5,-0.06,-0.89
1,62.1,12.1,23.74,1.8,2.9,-5.0,1.1,7.2,2.3,4.03,0,0.13,-0.16,-0.24,-0.89
2,79.4,9.6,14.99,2.0,39.6,1.1,5.9,10.7,5.3,11.57,0,-0.1,-0.28,-0.39,-0.74
3,62.9,12.4,2.51,3.3,53.5,6.6,12.8,19.0,8.1,11.66,0,0.32,-0.12,-0.1,-0.91
4,60.0,12.9,0.0,3.8,81.6,10.3,16.7,23.2,11.2,13.54,0,0.18,0.23,0.17,-1.32
5,76.4,9.7,0.0,3.7,85.7,16.9,21.7,26.6,17.2,12.45,0,0.06,-0.03,0.12,-0.57
6,68.8,9.2,0.0,3.7,114.9,19.5,24.1,28.7,23.7,15.19,1,-0.57,-0.34,-0.05,-0.68
7,58.6,8.9,0.0,3.5,75.7,18.2,22.6,27.1,21.9,12.89,1,-1.1,-0.79,-0.8,-0.63
8,61.1,9.4,0.0,2.6,72.5,12.4,17.1,21.8,14.5,14.0,0,0.14,0.13,-0.03,0.07
9,82.1,6.8,0.92,1.6,122.9,8.0,11.4,14.8,9.9,17.62,0,1.16,0.33,0.2,0.16
10,63.6,7.9,10.19,1.4,52.3,2.8,6.7,10.7,6.4,14.36,0,2.11,0.19,0.25,0.13
11,46.9,10.2,25.99,1.3,4.8,-4.7,0.4,5.5,2.7,4.7,0,1.05,0.42,0.25,0.14
12,36.3,11.6,29.11,1.4,4.1,-8.4,-2.6,3.2,1.5,4.67,0,-0.18,1.06,0.34,0.21
13,51.0,12.5,23.56,1.8,13.9,-4.8,1.5,7.8,2.8,8.27,3,-1.8,1.39,-0.12,-0.28
14,49.7,14.0,22.25,2.7,3.4,-1.7,5.3,12.3,3.2,3.24,0,-1.08,-0.31,-0.05,-0.31
15,65.5,12.6,7.82,3.0,54.9,3.8,10.1,16.4,6.5,11.57,3,-1.58,-1.54,-0.5,-0.45
16,67.5,12.9,0.0,3.8,30.8,9.9,16.3,22.8,10.0,8.82,0,-1.02,-1.45,-0.82,-0.48
17,66.3,11.4,0.0,4.2,68.2,15.5,21.2,26.9,14.6,11.9,1,-1.48,-1.62,-1.0,-0.59
18,73.6,9.6,0.0,3.5,95.7,18.6,23.4,28.2,22.7,13.94,0,0.22,-0.81,-0.03,-0.02
19,71.3,8.3,0.0,3.0,163.3,17.4,21.5,25.7,20.8,18.48,0,0.24,-0.41,0.18,-0.43
20,63.3,9.5,0.0,2.5,88.7,12.0,16.7,21.5,14.7,15.5,0,0.77,-0.31,-0.44,-0.35
21,70.8,8.4,1.54,1.8,58.5,7.4,11.6,15.8,9.6,12.96,0,0.86,0.61,-0.21,-0.02
22,66.3,7.9,16.32,1.3,74.6,0.4,4.3,8.3,4.9,16.92,0,1.33,0.79,-0.24,0.0
23,44.9,11.3,26.09,1.4,4.4,-4.8,0.9,6.6,2.9,4.74,4,1.33,1.05,-0.37,-0.09
24,19.1,13.3,29.72,1.7,0.0,-9.4,-2.7,4.0,0.5,0.0,3,-2.15,0.3,-0.49,-0.11
25,42.1,13.8,25.22,1.9,2.0,-6.8,0.1,7.0,1.8,2.49,0,-0.75,0.9,0.0,-0.1
26,52.2,11.6,17.92,2.4,48.7,0.0,5.8,11.6,4.5,12.74,0,1.08,1.53,0.32,0.2
27,82.4,8.3,4.13,2.3,71.7,5.6,9.7,13.9,8.1,13.41,0,2.76,2.07,1.49,0.81
28,79.7,8.6,0.0,2.7,149.8,11.1,15.4,19.7,13.6,17.85,1,1.79,1.36,1.41,0.57
29,65.7,12.0,0.0,4.1,49.8,15.0,21.0,27.0,15.5,10.25,0,0.93,1.22,1.58,0.6
30,72.4,9.2,0.0,3.6,116.3,18.3,22.9,27.5,21.0,15.18,0,0.49,1.77,1.75,1.27
31,75.1,7.8,0.0,2.9,180.0,18.4,22.3,26.2,22.2,19.27,0,1.24,1.83,2.07,1.62
32,82.4,6.6,0.0,2.1,134.9,13.6,16.9,20.2,15.5,18.77,3,0.97,1.21,1.6,0.97
33,49.5,11.9,4.27,2.2,11.0,5.6,11.5,17.5,8.1,5.67,0,0.03,0.3,1.21,0.77
34,55.8,10.3,14.76,1.5,24.9,1.0,6.1,11.3,5.5,10.13,0,-1.1,0.71,1.29,0.82
35,45.5,11.0,26.77,1.3,12.6,-5.5,0.0,5.5,2.7,7.78,0,0.73,1.06,1.45,0.87
36,63.9,8.2,27.05,1.2,11.6,-5.8,-1.7,2.4,2.3,7.71,0,1.49,0.4,1.59,0.92
37,82.1,7.4,26.98,1.4,12.2,-8.0,-4.3,-0.6,1.3,7.83,0,1.2,-0.49,1.54,1.17
38,65.1,10.2,16.33,2.1,30.4,0.6,5.7,10.8,5.4,10.14,0,2.4,2.22,1.86,1.54
39,86.5,7.5,0.8,2.1,109.3,8.1,11.8,15.6,10.6,15.83,0,3.02,2.97,1.78,2.09
40,73.6,9.2,0.0,2.9,143.5,10.6,15.2,19.8,12.9,17.32,1,2.26,2.18,1.82,2.04
41,66.3,11.6,0.0,4.0,53.0,14.4,20.2,26.0,14.5,10.74,0,2.05,2.66,2.41,2.37
42,75.8,7.8,0.0,3.3,219.8,19.0,22.9,26.8,22.4,20.59,0,1.05,2.22,2.27,2.47
43,62.4,8.7,0.0,3.3,126.2,17.9,22.2,26.6,21.7,16.29,0,1.97,2.46,2.46,2.71
44,88.2,5.5,0.0,1.9,180.2,13.5,16.2,19.0,15.6,20.98,0,2.09,2.44,2.9,2.87
45,88.6,5.5,0.11,1.5,143.0,9.3,12.0,14.8,10.8,19.54,1,2.1,1.99,2.85,2.78
46,56.0,10.0,14.76,1.5,11.9,1.0,6.0,11.0,5.4,7.29,0,1.82,2.27,2.83,2.74
47,53.9,10.2,26.19,1.3,5.4,-4.9,0.2,5.3,2.6,5.41,1,-0.71,1.89,2.79,2.8
48,48.4,10.2,26.77,1.4,3.7,-5.5,-0.4,4.7,2.5,3.94,0,-0.18,2.09,2.72,2.81
49,68.2,10.1,22.91,1.6,7.4,-4.1,1.0,6.1,2.9,6.21,0,-0.18,1.78,2.61,2.67
50,58.5,12.5,21.77,2.4,33.3,-1.5,4.8,11.1,3.7,10.32,0,1.09,0.49,2.58,2.73
51,77.4,10.4,5.46,2.4,75.6,4.9,10.1,15.3,8.3,13.67,2,-0.01,-0.07,1.92,2.33
52,58.8,13.0,0.0,3.8,34.8,10.2,16.7,23.2,11.6,9.23,3,-0.95,-0.87,1.77,2.23
53,65.8,12.7,0.0,4.3,33.2,14.5,20.8,27.2,13.6,8.57,0,-0.52,0.06,1.65,2.4
54,69.7,8.0,0.0,3.5,191.3,19.0,23.0,27.0,22.0,19.15,0,0.17,0.09,1.58,2.39
55,60.1,9.9,0.0,3.5,117.1,16.4,21.3,26.3,18.9,15.56,3,-0.11,-0.66,0.13,1.9
56,57.1,11.5,0.0,2.9,38.6,11.2,16.9,22.7,12.9,10.53,0,-0.99,-1.06,-0.78,2.03
57,52.2,11.2,2.17,2.1,56.3,6.9,12.5,18.1,9.6,12.6,0,-1.14,-0.64,-0.63,2.06
58,51.1,10.6,14.51,1.6,30.8,1.1,6.4,11.7,5.4,11.32,1,-0.18,-0.18,-0.69,1.99
59,50.0,12.0,27.92,1.5,5.0,-6.8,-0.8,5.2,1.5,4.84,2,-0.51,-1.08,-0.73,1.92
60,46.7,11.9,27.76,1.5,2.2,-6.6,-0.6,5.4,2.0,3.43,1,-1.3,-1.39,-0.77,1.83
61,47.0,12.7,22.81,1.9,10.5,-4.0,2.4,8.8,3.0,7.38,0,-0.87,-0.68,-0.81,1.77
62,66.3,11.4,16.86,2.3,26.0,0.4,6.1,11.8,5.0,9.39,0,-0.15,-0.4,-1.12,1.48
63,69.9,11.6,4.13,2.9,57.7,5.6,11.4,17.2,8.1,11.9,0,-0.08,-0.48,-0.86,1.02
64,68.9,10.6,0.0,3.5,59.8,10.7,16.0,21.3,10.5,11.53,1,-0.43,-0.63,-0.57,1.06
65,64.4,11.8,0.0,4.4,67.7,15.8,21.7,27.6,14.3,11.94,0,-0.11,-0.19,-1.01,0.66
66,72.5,9.3,0.0,3.6,153.6,19.0,23.6,28.3,22.2,16.75,3,-1.0,-0.88,-1.54,0.06
67,57.2,10.0,0.0,3.7,50.7,18.0,23.0,28.0,21.2,10.76,2,-1.36,-1.38,-1.48,-1.0
68,64.5,10.3,0.0,2.6,39.6,10.9,16.0,21.2,12.4,9.72,0,-1.77,-1.41,-1.39,-1.6
69,54.2,11.1,3.39,2.1,58.0,6.1,11.6,17.2,8.3,12.89,1,-1.27,-1.5,-1.48,-1.55
70,46.3,12.3,19.86,1.7,14.3,-1.0,5.2,11.4,3.9,7.94,0,-0.59,-1.44,-1.48,-1.58
