date,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,SPEI_1,SPEI_3,SPEI_6,SPEI_12,SPEI_24
0,52.5,11.6,28.98,1.6,6.2,-8.2,-2.4,3.4,1.0,5.46,2,-1.56,0.19,-0.38,-1.03
1,61.6,12.6,24.18,1.9,3.5,-5.5,0.8,7.1,1.9,4.19,0,-0.24,-0.51,-0.64,-1.07
2,79.3,9.5,16.06,2.0,38.3,0.7,5.4,10.2,4.9,11.34,0,-0.28,-0.58,-0.77,-0.93
3,62.4,12.6,3.78,3.3,53.3,5.8,12.1,18.4,7.6,11.73,0,0.14,-0.4,-0.48,-1.13
4,61.1,12.6,0.0,3.8,75.9,10.0,16.3,22.6,10.6,13.15,0,0.26,0.16,-0.05,-1.51
5,78.8,9.4,0.0,3.6,95.2,16.4,21.1,25.8,16.7,12.88,0,0.06,-0.11,-0.19,-0.78
6,70.3,9.3,0.0,3.6,115.9,19.1,23.7,28.4,23.4,15.3,1,-0.44,-0.33,-0.24,-0.87
7,58.3,8.7,0.0,3.4,78.3,17.6,21.9,26.3,21.4,13.37,0,-0.92,-0.59,-0.79,-0.7
8,61.5,9.2,0.0,2.6,83.5,11.9,16.5,21.1,13.9,14.94,0,0.39,0.32,0.02,-0.04
9,81.7,6.0,0.83,1.6,122.2,8.1,11.1,14.1,9.3,17.73,0,1.39,0.6,0.33,0.08
10,65.0,7.3,10.43,1.4,58.3,2.7,6.3,10.0,6.0,14.43,0,2.09,0.41,0.38,0.02
11,46.3,10.0,26.39,1.4,5.4,-5.1,-0.1,4.9,2.3,5.0,1,1.05,0.66,0.37,-0.0
12,34.1,11.8,29.49,1.5,4.7,-9.0,-3.1,2.8,1.2,4.74,0,-0.42,1.25,0.48,0.07
13,51.6,12.8,24.18,1.9,16.9,-5.5,0.9,7.3,2.4,8.56,4,-1.93,1.26,0.02,-0.47
14,49.3,14.3,23.56,2.8,2.6,-2.5,4.7,11.9,2.8,2.56,0,-1.36,-0.53,0.02,-0.53
15,64.3,12.2,8.74,3.0,46.5,3.4,9.5,15.6,6.0,10.71,3,-1.77,-1.76,-0.38,-0.61
16,67.1,12.8,0.06,3.8,29.0,9.5,15.9,22.3,9.4,8.55,0,-1.11,-1.62,-0.77,-0.59
17,67.5,11.1,0.0,4.2,72.9,15.1,20.6,26.2,14.1,12.16,1,-1.39,-1.7,-0.91,-0.72
18,74.1,9.9,0.0,3.4,99.0,18.0,22.9,27.9,22.4,14.24,0,0.33,-0.82,0.11,-0.05
19,71.2,8.2,0.0,2.9,174.7,16.8,20.9,25.0,20.5,19.34,0,0.38,-0.35,0.2,-0.39
