date,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,SPEI_1,SPEI_3,SPEI_6,SPEI_12,SPEI_24
0,48.0,11.8,26.48,1.4,3.2,-5.2,0.7,6.6,3.5,2.17,3,-1.8,-0.37,-0.06,-0.65
1,55.1,14.0,21.07,2.0,1.9,-2.3,4.7,11.7,4.7,2.24,0,-0.97,-0.9,-0.3,-0.74
2,72.7,11.6,8.55,2.3,30.9,3.6,9.4,15.2,7.6,7.42,1,-1.04,-1.15,-0.25,-0.77
3,60.7,14.4,0.11,3.9,32.3,9.3,16.5,23.7,10.9,7.62,0,-0.4,-1.12,-0.13,-0.91
4,58.6,14.3,0.0,4.7,61.8,14.3,21.4,28.6,15.1,8.3,0,0.31,-0.06,0.08,-1.04
5,74.4,10.3,0.0,4.6,116.3,21.7,26.8,32.0,22.7,10.09,3,-0.58,-0.96,-1.1,-0.85
6,69.1,10.3,0.0,4.3,89.2,24.1,29.2,34.4,31.0,9.2,0,-0.63,-0.75,-0.86,-0.66
7,59.5,9.2,0.0,3.8,116.1,22.1,26.7,31.3,28.7,10.37,0,-0.72,-0.45,-0.71,-0.28
8,58.0,10.3,0.0,3.0,112.9,16.2,21.3,26.5,20.2,11.8,0,0.55,-0.03,-0.46,-0.06
9,71.5,9.5,0.0,1.9,52.0,11.2,15.9,20.7,14.2,8.62,0,1.44,0.26,-0.3,-0.03
10,64.5,8.5,3.61,1.3,46.5,5.9,10.1,14.4,9.8,9.56,0,1.17,-0.18,-0.26,-0.15
11,44.2,9.9,23.33,1.1,6.5,-2.3,2.7,7.7,5.2,4.27,2,0.61,0.7,-0.25,-0.23
12,28.6,12.0,27.59,1.3,1.3,-6.4,-0.4,5.6,3.4,1.29,0,-0.74,1.18,-0.1,-0.12
13,49.2,12.7,20.85,1.8,15.9,-2.1,4.3,10.7,5.0,5.9,3,-1.96,-0.17,-0.47,-0.51
14,44.8,15.3,15.79,3.0,0.7,0.8,8.4,16.1,5.6,0.96,0,-1.34,-0.77,-0.33,-0.4
15,59.8,14.2,2.51,3.5,34.2,6.6,13.7,20.8,9.4,7.77,3,-1.93,-2.06,-0.71,-0.57
16,60.2,15.6,0.0,4.8,13.7,13.3,21.1,28.9,13.5,4.09,0,-1.09,-1.75,-1.15,-0.71
17,60.7,12.5,0.0,5.1,78.8,19.3,25.5,31.8,20.0,8.38,0,-0.94,-1.35,-0.6,-1.03
18,72.1,10.0,0.0,4.0,159.1,23.1,28.1,33.1,29.9,12.25,0,0.57,-0.5,0.14,-0.48
19,67.3,8.9,0.0,3.4,195.7,21.4,25.8,30.3,28.3,13.18,0,0.86,0.08,0.05,-0.47
20,61.8,10.3,0.0,2.9,95.3,16.4,21.5,26.7,20.6,11.09,0,1.4,0.35,0.02,-0.32
21,60.4,10.9,0.01,2.1,53.0,9.8,15.2,20.7,13.2,9.34,0,1.72,1.39,0.29,-0.0
22,64.3,8.0,8.51,1.2,86.3,3.5,7.5,11.5,8.0,12.62,0,1.78,1.47,0.27,0.02
23,40.7,10.8,22.01,1.2,8.1,-1.6,3.8,9.2,5.6,4.94,4,1.55,1.71,0.2,-0.04
24,13.2,13.2,28.32,1.6,0.0,-7.3,-0.7,5.9,2.3,0.01,3,-1.94,1.09,0.07,-0.03
25,40.5,14.3,23.38,1.9,1.5,-4.6,2.6,9.8,3.7,1.58,0,-1.13,1.16,0.49,0.01
26,47.4,12.8,10.53,2.6,44.9,2.8,9.2,15.6,7.2,8.78,0,0.73,1.34,0.89,0.37
27,83.5,9.1,0.27,2.5,57.4,8.9,13.4,18.0,11.3,9.9,0,2.59,2.03,2.06,1.17
28,79.7,9.6,0.0,3.0,188.9,14.6,19.4,24.2,17.8,14.21,0,2.34,1.85,2.2,1.01
29,62.8,12.0,0.0,5.0,80.1,19.7,25.7,31.7,20.6,8.11,0,2.08,2.05,2.46,1.45
30,72.8,9.0,0.0,3.9,192.8,22.8,27.3,31.8,28.7,13.0,0,1.6,2.58,2.75,2.08
31,75.8,7.1,0.0,3.1,271.8,22.8,26.3,29.9,29.8,15.37,0,1.78,2.61,2.56,2.0
32,71.5,8.1,0.0,2.7,89.8,17.6,21.6,25.7,20.4,10.82,2,1.59,2.26,2.32,1.75
33,43.5,13.6,0.59,2.5,1.3,8.4,15.2,22.0,11.3,1.63,1,-0.46,1.19,2.0,1.62
34,50.4,11.9,8.04,1.6,10.1,3.7,9.6,15.6,8.6,4.76,0,-1.47,1.24,2.02,1.62
35,41.6,11.6,24.03,1.2,7.4,-2.9,2.9,8.7,5.0,4.85,0,0.18,1.51,2.21,1.75
36,59.2,7.4,23.91,1.0,27.6,-2.8,0.9,4.6,4.7,7.23,0,1.73,0.34,2.47,1.88
37,75.8,7.3,25.64,1.0,30.3,-6.2,-2.5,1.2,3.4,8.06,0,1.74,-0.06,2.45,2.02
38,63.3,10.0,8.79,2.1,24.4,3.5,8.5,13.5,7.9,6.66,0,3.0,2.71,2.86,2.51
39,89.0,8.0,0.0,2.3,179.6,11.2,15.2,19.2,13.6,16.55,0,2.69,2.68,2.39,2.69
40,66.5,10.2,0.0,3.7,106.4,14.9,20.0,25.1,17.0,10.97,2,2.19,2.23,2.36,2.73
41,60.4,13.2,0.0,5.2,33.0,19.0,25.6,32.2,19.8,5.61,0,0.81,2.31,2.53,2.74
