date,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,SPEI_1,SPEI_3,SPEI_6,SPEI_12,SPEI_24
0,53.9,11.4,24.71,1.4,9.1,-3.5,2.2,7.9,4.2,4.64,3,-1.88,-0.06,0.17,-0.56
1,63.7,13.2,18.53,1.9,5.8,-1.0,5.6,12.2,5.5,3.32,0,-0.77,-0.64,-0.1,-0.64
2,80.4,9.7,5.43,2.0,66.3,5.0,9.8,14.7,8.6,11.01,1,-0.93,-0.87,-0.2,-0.68
3,65.6,13.1,0.0,3.4,45.5,10.3,16.8,23.4,12.7,8.88,0,-0.3,-1.08,-0.22,-0.95
4,62.2,12.8,0.0,4.1,82.0,14.8,21.2,27.6,16.8,10.39,0,-0.65,-0.86,-0.95,-1.33
5,73.4,9.9,0.0,4.3,101.1,22.1,27.0,32.0,25.0,9.39,2,-1.04,-1.24,-1.4,-0.95
6,67.3,9.9,0.0,4.4,101.7,24.6,29.5,34.5,31.2,10.13,1,-1.13,-1.1,-1.0,-0.69
7,59.7,8.8,0.0,3.9,100.0,23.3,27.7,32.1,30.2,10.72,0,-1.12,-1.19,-1.27,-0.57
8,61.6,9.1,0.0,3.0,80.3,17.5,22.0,26.6,21.3,11.33,0,-0.54,-1.01,-1.17,-0.47
9,68.3,8.9,0.0,2.1,45.6,12.5,16.9,21.4,14.8,9.09,0,0.69,-0.61,-1.02,-0.36
10,71.0,7.0,0.89,1.3,85.5,8.0,11.5,15.0,10.8,12.21,0,0.99,-0.61,-0.95,-0.46
11,53.9,8.8,17.66,1.1,19.1,0.1,4.5,8.9,6.0,7.83,2,1.01,-0.11,-0.94,-0.52
12,36.5,11.1,25.47,1.3,6.6,-4.2,1.4,7.0,4.0,3.89,1,-0.89,0.23,-0.86,-0.52
13,53.7,12.6,17.38,1.9,23.8,-0.5,5.8,12.1,5.8,6.79,4,-2.36,-0.69,-1.3,-1.03
14,51.9,14.1,11.81,2.7,2.8,2.3,9.3,16.4,6.8,2.34,0,-1.4,-0.58,-1.16,-0.97
15,64.1,12.9,0.98,3.1,72.9,7.9,14.3,20.8,11.1,11.01,2,-1.44,-1.58,-1.36,-1.08
16,69.7,12.9,0.0,3.9,43.1,14.3,20.7,27.2,16.2,7.61,0,-0.19,-1.22,-1.25,-1.41
17,69.3,10.7,0.0,4.3,132.6,20.2,25.5,30.9,22.5,10.67,0,-0.56,-1.12,-0.96,-1.5
18,70.6,9.2,0.0,4.1,140.2,24.0,28.6,33.2,30.9,12.15,0,0.21,-0.59,-0.43,-1.01
19,63.3,8.3,0.0,3.6,170.6,22.5,26.6,30.8,29.2,13.7,0,0.08,-0.11,-0.34,-1.17
20,62.0,9.4,0.0,2.9,95.1,17.4,22.1,26.8,21.5,12.5,0,0.49,-0.11,-0.34,-1.11
21,62.5,10.2,0.0,2.1,43.9,11.0,16.1,21.2,14.2,8.85,0,1.26,0.76,-0.16,-0.88
22,67.2,7.6,4.87,1.3,122.0,5.2,9.0,12.8,8.9,14.26,0,1.41,0.69,-0.2,-0.84
23,44.9,10.1,17.39,1.2,16.3,0.2,5.2,10.3,6.3,7.32,4,1.26,0.94,-0.3,-0.91
24,22.8,13.4,26.77,1.7,0.0,-5.5,1.2,7.9,2.9,0.0,3,-2.08,0.33,-0.41,-0.91
25,46.1,13.9,21.6,2.0,7.3,-2.8,4.2,11.2,4.5,3.7,0,-1.29,0.49,0.09,-0.91
26,53.3,11.0,6.93,2.4,78.3,4.3,9.8,15.3,8.2,11.89,0,0.51,1.15,0.38,-0.59
27,84.1,8.2,0.0,2.4,94.2,10.2,14.3,18.4,12.5,12.39,0,2.37,1.74,1.56,0.25
28,80.7,8.0,0.0,2.8,243.0,16.1,20.1,24.1,19.7,17.04,2,1.64,1.09,1.21,0.02
29,66.9,10.9,0.0,4.5,48.4,20.1,25.5,31.0,22.1,6.71,0,1.28,1.28,1.57,0.5
30,74.1,8.2,0.0,3.8,201.9,23.4,27.5,31.6,29.4,14.13,0,1.17,2.12,2.06,1.34
31,77.2,6.8,0.0,3.1,313.6,23.4,26.8,30.2,30.5,18.24,0,1.93,2.26,2.23,1.53
32,69.2,7.1,0.0,2.8,132.2,19.1,22.6,26.2,21.8,14.46,3,1.8,1.82,2.02,1.34
33,50.2,12.4,0.0,2.5,3.1,10.0,16.2,22.4,12.5,2.55,1,-0.34,0.81,1.56,1.09
34,60.0,10.8,4.13,1.6,14.9,5.6,11.0,16.4,9.8,5.55,0,-1.5,1.31,1.54,1.07
35,47.4,10.8,20.27,1.2,13.1,-0.9,4.5,9.9,5.8,6.49,0,-0.03,1.68,1.8,1.22
36,68.1,6.9,20.01,1.0,44.0,-0.8,2.7,6.2,5.4,9.67,0,1.75,0.53,2.13,1.44
37,82.7,6.0,23.82,1.1,62.5,-4.2,-1.2,1.8,3.8,10.49,0,1.66,-0.21,2.05,1.64
38,65.8,9.2,5.85,2.0,45.9,4.8,9.4,14.0,8.7,9.35,0,3.54,2.73,2.51,2.15
39,89.3,6.7,0.0,2.2,249.0,12.9,16.2,19.6,15.2,19.23,0,2.62,2.78,2.3,2.41
40,70.7,9.1,0.0,3.4,168.8,15.6,20.1,24.7,17.9,14.48,0,2.24,2.25,2.51,2.31
41,69.6,11.2,0.0,4.4,81.4,19.6,25.2,30.8,21.4,8.39,0,0.76,2.04,2.51,2.41
42,69.6,8.8,0.0,4.3,200.1,24.7,29.1,33.5,30.2,14.2,0,-0.18,1.57,1.61,2.37
43,60.4,8.5,0.0,3.9,133.3,23.1,27.3,31.6,29.7,11.94,0,0.3,1.69,1.51,2.45
44,79.0,6.1,0.0,2.6,105.6,19.4,22.4,25.5,22.0,12.62,0,1.47,1.3,2.22,2.7
45,84.7,5.5,0.0,1.6,158.6,13.8,16.5,19.3,15.7,16.22,2,1.51,0.63,2.25,2.56
46,50.7,10.1,4.49,1.7,11.0,5.4,10.4,15.5,8.7,4.76,0,1.42,0.87,2.22,2.54
47,53.6,9.7,19.24,1.2,10.0,-0.5,4.4,9.3,5.6,5.96,0,-1.07,1.0,2.06,2.64
48,51.9,9.2,20.27,1.3,21.3,-0.9,3.7,8.3,5.3,6.93,0,0.1,1.47,1.94,2.74
49,70.8,8.5,14.26,1.4,38.6,0.8,5.0,9.3,6.3,8.49,0,0.01,1.24,1.88,2.62
50,59.9,12.0,10.53,2.5,47.5,2.8,8.8,14.8,6.9,9.2,0,0.6,-0.15,1.17,2.5
51,79.2,9.3,0.27,2.5,86.1,8.9,13.5,18.2,11.5,11.93,3,-0.61,-0.51,0.31,1.85
52,57.5,13.3,0.0,4.3,32.6,14.8,21.4,28.1,16.6,6.8,2,-1.22,-1.02,0.11,1.87
53,67.1,13.1,0.0,4.7,57.2,18.8,25.3,31.9,19.9,6.81,0,0.29,0.45,0.99,2.17
54,73.7,7.3,0.0,3.8,327.8,24.2,27.8,31.5,30.1,17.6,0,1.06,0.61,1.19,1.84
55,63.0,8.8,0.0,3.6,182.0,21.3,25.7,30.1,27.4,14.08,3,1.06,0.19,0.64,1.5
56,53.8,11.7,0.0,3.3,24.6,15.6,21.4,27.3,18.7,6.74,0,-0.26,-0.0,-0.09,1.65
57,54.5,10.7,0.0,2.3,52.2,11.7,17.0,22.4,14.8,9.68,0,-0.8,0.51,0.12,1.81
58,57.8,10.2,3.44,1.5,47.2,6.0,11.1,16.2,10.1,9.31,1,-0.11,0.92,0.09,1.79
59,50.6,10.4,22.49,1.3,6.4,-1.8,3.4,8.6,4.7,4.54,1,-0.35,-0.38,0.05,1.66
60,52.2,10.5,23.21,1.2,12.2,-2.2,3.1,8.4,5.2,5.36,1,-1.22,-1.26,-0.12,1.44
61,55.3,13.0,17.61,1.8,19.4,-0.6,5.9,12.4,6.2,6.23,0,0.17,-0.08,0.15,1.53
62,68.6,10.6,6.71,2.1,78.8,4.4,9.7,15.0,8.9,11.7,0,0.25,0.03,0.01,0.83
63,73.3,11.5,0.08,2.9,67.9,9.4,15.1,20.9,12.5,10.61,0,0.38,-0.18,0.35,0.43
64,70.6,11.0,0.0,3.8,75.7,15.0,20.5,26.0,15.7,10.01,3,-0.92,-0.69,0.33,0.29
65,67.6,11.7,0.0,4.6,48.6,20.1,25.9,31.8,21.6,6.47,2,-1.52,-1.11,-1.12,-0.08
66,69.6,10.3,0.0,4.2,107.0,23.3,28.4,33.6,29.9,10.63,4,-2.14,-1.58,-1.86,-0.55
67,47.3,11.6,0.0,4.7,47.0,22.9,28.7,34.5,28.5,7.29,4,-2.22,-2.06,-1.9,-1.08
68,48.6,13.5,0.0,3.7,5.6,14.5,21.2,28.0,16.1,3.3,0,-2.18,-2.22,-1.91,-1.55
69,54.1,12.4,0.0,2.5,44.7,10.6,16.8,23.0,13.0,8.84,1,-1.84,-2.35,-1.97,-1.52
70,51.0,12.3,6.92,1.9,25.8,4.2,10.3,16.5,7.9,7.06,0,-0.69,-2.24,-1.95,-1.51
71,71.2,8.0,22.49,1.1,16.2,-1.8,2.2,6.2,4.7,7.39,2,-0.99,-2.29,-1.98,-1.54
72,48.7,11.5,25.78,1.4,9.7,-4.5,1.3,7.1,3.8,4.78,0,0.56,-1.47,-1.8,-1.47
73,61.1,9.0,18.99,1.5,63.0,-1.2,3.3,7.8,5.2,10.58,0,1.05,0.03,-1.9,-1.36
74,65.6,10.7,9.77,2.1,73.1,3.1,8.4,13.8,7.9,11.49,0,1.48,0.66,-1.93,-1.39
75,76.5,9.4,0.0,2.6,80.5,9.9,14.6,19.3,12.7,11.56,0,0.47,0.6,-1.99,-1.21
76,72.3,11.2,0.0,3.7,63.3,16.3,21.9,27.5,18.7,9.06,0,-0.03,0.45,-1.8,-1.04
77,68.7,11.9,0.0,4.7,108.2,21.1,27.0,33.0,23.1,9.2,0,0.07,0.65,-1.21,-1.47
78,70.1,8.0,0.0,3.9,206.7,23.9,27.9,31.9,30.2,14.4,0,-0.05,0.13,-0.62,-1.73
79,49.7,9.3,0.0,4.5,130.6,24.8,29.4,34.1,31.9,12.1,0,0.63,0.4,0.38,-1.24
80,65.8,9.5,0.0,3.0,160.5,16.7,21.4,26.2,19.4,15.74,0,0.3,0.17,0.37,-1.28
81,50.7,12.0,0.0,2.5,43.4,10.0,16.0,22.0,12.5,8.95,0,1.81,0.94,1.04,-0.96
82,75.2,6.6,5.46,1.2,133.6,4.9,8.2,11.5,8.5,14.95,1,1.21,1.04,0.94,-0.98
83,27.5,9.9,25.68,1.2,0.1,-4.4,0.6,5.6,3.7,0.38,0,1.86,1.05,1.0,-0.96
84,63.3,8.7,23.68,1.2,17.3,-2.6,1.8,6.2,4.4,6.24,3,-1.68,1.24,0.63,-1.02
85,53.6,11.4,23.42,1.8,0.4,-3.8,1.9,7.6,3.6,0.53,1,-1.64,0.03,0.38,-1.22
86,64.7,11.8,6.93,2.5,35.0,4.3,10.2,16.1,7.8,8.09,2,-1.7,-0.28,0.05,-1.36
87,63.8,12.7,0.08,3.4,41.4,9.4,15.7,22.1,11.7,8.53,0,-0.98,-1.53,0.1,-1.36
88,68.2,11.7,0.0,3.8,76.2,14.8,20.6,26.5,17.0,10.02,1,-1.14,-1.7,-0.1,-1.3
89,57.0,13.4,0.0,5.3,95.1,20.0,26.7,33.4,20.8,8.39,0,0.65,-0.3,0.46,-0.51
90,61.7,8.2,0.0,4.2,302.8,22.9,27.0,31.1,28.2,16.83,0,0.99,0.37,0.89,0.2
91,59.7,8.8,0.0,3.8,195.1,22.0,26.4,30.8,27.6,14.47,0,1.38,0.53,0.5,0.63
92,62.7,8.7,0.0,3.1,97.6,17.9,22.2,26.6,20.5,12.27,0,1.22,1.09,0.88,0.89
