date,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,SPEI_1,SPEI_3,SPEI_6,SPEI_12,SPEI_24
0,38.2,12.5,30.17,1.5,1.2,-10.3,-4.0,2.3,0.8,1.62,2,-1.64,-0.83,-0.55,-0.43
1,37.4,13.8,25.15,2.0,1.5,-6.7,0.2,7.1,1.8,2.43,0,-0.87,-0.68,-0.62,-0.49
2,68.7,11.5,16.86,2.5,15.3,0.4,6.1,11.9,4.3,6.04,1,-0.92,-1.15,-0.65,-0.49
3,50.6,14.4,3.44,4.2,20.4,6.0,13.2,20.4,6.4,6.77,1,-0.94,-1.43,-0.82,-0.69
4,53.1,15.3,0.0,4.9,23.7,10.6,18.2,25.9,9.6,6.09,0,-0.05,-0.32,-0.11,-0.81
5,69.3,11.7,0.0,4.4,86.0,16.3,22.1,28.0,16.3,11.4,0,0.22,-0.22,-0.53,-0.47
6,66.0,9.5,0.0,3.8,141.2,20.0,24.7,29.5,24.7,14.57,0,0.81,0.3,-0.19,-0.35
7,61.3,9.1,0.0,3.3,157.2,17.6,22.1,26.7,22.1,15.05,0,0.86,0.64,0.35,-0.06
8,54.2,10.5,0.0,2.7,103.4,11.8,17.0,22.3,14.6,14.24,0,1.94,1.56,1.02,0.54
9,70.5,7.4,1.54,1.6,101.3,7.4,11.1,14.8,9.7,14.05,0,2.22,1.97,1.26,0.62
10,53.7,8.5,13.99,1.3,39.3,1.3,5.5,9.8,6.0,9.52,0,2.33,1.86,1.31,0.54
11,36.0,11.0,28.77,1.2,1.5,-7.9,-2.4,3.1,2.0,2.11,1,1.03,2.09,1.33,0.5
12,25.8,12.7,30.52,1.4,1.0,-11.2,-4.8,1.6,1.2,1.38,0,-0.07,2.22,1.44,0.64
13,44.9,12.1,25.07,1.8,13.3,-6.6,-0.5,5.6,2.3,6.58,3,-1.31,1.92,1.23,0.42
14,41.0,14.6,24.03,3.0,0.4,-2.9,4.4,11.7,2.3,0.4,1,-1.23,-0.38,1.26,0.44
15,51.9,14.3,8.74,3.9,12.9,3.4,10.5,17.7,4.9,5.48,3,-1.99,-1.92,1.08,0.2
16,47.3,15.2,0.0,5.3,12.0,10.5,18.1,25.7,7.7,4.26,1,-1.55,-1.8,0.62,0.32
17,49.0,12.6,0.0,5.2,49.4,15.3,21.6,27.9,13.5,8.97,0,-0.48,-0.94,0.95,0.28
18,70.8,9.5,0.0,3.7,177.8,19.1,23.8,28.6,23.0,16.38,0,0.68,-0.38,1.03,0.58
19,55.5,9.3,0.0,3.4,170.2,17.4,22.0,26.7,21.8,15.67,0,1.26,0.16,0.93,0.81
20,58.8,10.5,0.0,2.7,88.9,12.1,17.3,22.6,14.8,13.31,0,1.14,0.49,0.3,0.87
21,53.2,10.1,3.73,1.9,38.4,5.9,10.9,16.0,8.7,9.1,0,1.62,1.45,0.51,1.16
22,59.3,8.0,20.35,1.3,64.0,-1.2,2.8,6.8,4.4,11.94,0,1.65,1.73,0.48,1.17
23,33.4,10.9,27.59,1.3,1.6,-6.4,-0.9,4.6,2.5,1.76,3,1.5,1.49,0.41,1.14
24,11.7,12.9,30.59,1.6,0.0,-11.4,-4.9,1.6,0.2,0.01,3,-1.74,1.16,0.25,1.14
25,36.0,14.0,26.58,2.0,0.3,-8.9,-1.9,5.1,1.1,0.72,0,-0.78,1.21,0.57,1.17
26,43.5,12.9,20.27,2.7,29.0,-0.9,5.6,12.1,3.8,8.03,0,1.03,1.53,1.05,1.46
27,75.2,9.3,5.06,2.8,39.6,5.1,9.7,14.4,7.0,9.31,0,2.54,1.99,1.99,1.96
28,71.8,10.5,0.0,3.2,108.6,10.5,15.7,21.0,12.5,12.71,0,2.14,1.8,2.23,1.87
29,55.5,13.1,0.0,4.9,71.0,15.6,22.1,28.7,15.2,10.48,0,1.84,1.87,2.22,1.92
30,60.2,9.7,0.0,4.0,181.5,18.9,23.7,28.6,22.4,16.43,0,1.3,2.15,2.36,2.1
31,71.3,7.5,0.0,2.9,189.0,18.9,22.6,26.4,23.6,16.44,0,1.47,2.24,2.33,2.12
32,72.4,8.6,0.0,2.4,70.0,12.8,17.1,21.4,14.7,11.82,3,0.77,1.81,2.02,1.65
33,30.5,13.7,7.15,2.5,2.4,4.2,11.0,17.9,7.0,2.36,0,-0.4,0.91,1.68,1.49
34,38.1,10.8,18.87,1.6,13.3,-0.6,4.8,10.2,4.7,5.81,0,-1.02,0.94,1.76,1.52
35,31.0,10.9,28.7,1.3,11.8,-7.8,-2.3,3.2,2.0,5.31,0,0.71,0.89,1.91,1.61
36,52.5,8.3,29.18,1.1,11.1,-8.5,-4.3,-0.2,2.1,6.8,0,1.86,0.31,2.08,1.68
37,62.7,8.1,28.34,1.3,13.1,-10.6,-6.5,-2.5,1.2,6.57,0,1.93,0.35,2.1,1.85
38,62.7,9.5,18.98,2.1,16.0,-0.4,4.4,9.2,4.6,6.17,0,2.85,2.66,2.56,2.35
39,84.6,8.1,2.24,2.3,105.3,6.8,10.8,14.9,9.4,14.46,0,2.98,2.89,2.25,2.62
40,63.8,10.6,0.0,3.6,84.7,11.4,16.7,22.0,12.6,11.29,2,2.09,2.25,2.11,2.6
41,56.3,13.6,0.0,4.9,20.3,14.9,21.7,28.5,14.5,6.05,0,1.95,2.64,2.59,2.75
42,76.5,8.3,0.0,3.3,260.8,19.0,23.1,27.3,23.1,19.65,0,1.11,2.3,2.26,2.66
43,64.7,8.8,0.0,3.1,125.9,17.7,22.1,26.5,23.0,13.72,0,2.1,2.55,2.44,2.89
44,76.1,7.5,0.0,2.1,95.4,12.7,16.4,20.2,15.6,13.79,0,1.67,2.39,2.85,3.14
45,74.2,6.9,1.11,1.5,84.2,7.8,11.2,14.7,10.3,13.02,0,1.83,1.88,2.8,3.02
46,38.5,11.1,19.61,1.5,6.3,-0.9,4.7,10.3,4.9,4.01,0,1.65,2.39,2.84,3.06
47,33.7,10.3,27.92,1.2,4.2,-6.8,-1.6,3.6,2.3,3.39,0,-0.29,1.5,2.79,3.14
48,34.9,10.8,29.24,1.3,1.8,-8.6,-3.2,2.2,1.7,2.97,0,0.19,1.83,2.71,3.22
49,48.7,10.9,24.92,1.7,8.0,-6.4,-0.9,4.6,2.3,5.22,1,-0.6,1.28,2.56,3.08
50,36.7,13.1,23.8,2.8,7.6,-2.7,3.9,10.5,2.7,4.16,0,1.09,0.75,2.32,2.98
51,71.5,11.7,7.82,3.0,56.1,3.8,9.6,15.5,6.3,10.69,2,0.06,0.14,1.63,2.43
52,49.3,14.4,0.0,4.9,12.3,10.7,17.9,25.1,9.6,4.65,2,-0.4,-0.54,1.69,2.3
53,55.5,13.8,0.0,5.3,33.6,15.4,22.3,29.2,12.9,7.43,1,-1.59,-0.85,0.51,2.02
54,69.2,10.3,0.0,3.7,109.1,18.3,23.4,28.6,21.9,13.08,2,-1.62,-1.42,-0.16,1.55
55,55.6,12.0,0.0,3.6,66.7,15.9,21.9,27.9,19.9,10.24,3,-1.83,-1.77,-1.17,1.26
56,42.8,14.3,0.0,3.4,23.1,10.8,17.9,25.1,12.3,6.96,1,-1.9,-2.19,-1.83,1.33
57,41.5,13.2,3.39,2.4,16.0,6.1,12.7,19.3,8.8,6.04,0,-1.09,-1.85,-1.61,1.46
58,44.3,10.8,18.11,1.6,40.9,-0.3,5.1,10.5,4.7,9.67,3,-0.29,-1.74,-1.74,1.35
59,30.7,12.5,29.49,1.6,0.1,-9.0,-2.7,3.6,0.8,0.23,2,0.06,-1.72,-1.78,1.23
60,36.0,12.6,29.88,1.5,1.1,-9.7,-3.4,2.9,1.1,1.73,2,-1.81,-1.57,-1.86,1.08
61,39.9,14.0,25.22,2.0,5.6,-6.8,0.2,7.2,2.1,4.42,0,0.05,-0.32,-1.63,1.08
62,60.6,12.0,21.77,2.4,27.1,-1.5,4.5,10.5,4.0,7.85,0,0.53,0.44,-1.89,0.48
63,66.5,12.3,4.87,3.4,25.5,5.2,11.3,17.5,6.7,7.53,2,0.0,-0.64,-1.92,-0.09
64,61.0,12.9,0.0,4.6,11.6,11.0,17.4,23.9,8.7,4.52,0,0.18,0.19,-1.42,0.3
65,61.6,12.3,0.0,4.9,87.7,16.2,22.3,28.5,14.3,11.56,0,1.16,1.16,-0.44,0.04
66,73.5,8.9,0.0,3.6,223.7,19.3,23.7,28.2,22.6,18.16,2,0.72,0.62,-0.29,-0.28
