date,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,SPEI_1,SPEI_3,SPEI_6,SPEI_12,SPEI_24
0,40.5,12.5,29.55,1.5,1.5,-9.1,-2.8,3.5,1.4,1.59,3,-1.81,-1.03,-0.64,-0.65
1,42.0,13.9,24.18,2.1,1.9,-5.5,1.5,8.5,2.4,2.51,0,-1.0,-0.88,-0.73,-0.7
2,70.6,11.4,14.19,2.4,17.5,1.4,7.1,12.8,5.2,6.2,1,-1.01,-1.24,-0.75,-0.69
3,52.5,14.1,1.72,4.2,24.0,7.2,14.2,21.3,7.4,7.15,1,-0.91,-1.55,-0.91,-0.89
4,54.5,14.8,0.0,4.9,26.9,11.8,19.2,26.6,10.8,6.1,0,0.06,-0.29,-0.13,-0.96
5,71.4,10.8,0.0,4.4,90.7,17.8,23.2,28.6,17.6,11.19,0,0.23,-0.26,-0.69,-0.59
6,66.6,9.6,0.0,3.9,138.7,20.9,25.7,30.5,26.1,13.66,0,0.77,0.25,-0.35,-0.5
7,60.4,9.2,0.0,3.4,149.2,18.6,23.2,27.8,23.5,13.66,0,0.75,0.6,0.23,-0.15
8,55.4,10.2,0.0,2.8,110.9,12.9,18.0,23.1,15.6,13.98,0,1.94,1.54,0.92,0.44
9,72.5,7.5,0.59,1.7,102.4,8.4,12.1,15.9,10.7,13.76,0,2.23,1.99,1.17,0.52
10,56.9,8.0,10.93,1.3,40.3,2.5,6.5,10.5,6.7,9.57,0,2.26,1.77,1.22,0.41
11,39.5,10.7,27.76,1.2,1.7,-6.6,-1.2,4.2,2.8,2.16,0,0.99,2.08,1.26,0.38
12,26.7,12.5,29.98,1.3,1.1,-9.9,-3.6,2.7,1.8,1.33,0,-0.04,2.23,1.42,0.56
13,46.5,12.3,24.18,1.8,16.4,-5.5,0.7,6.9,3.0,6.66,3,-1.13,1.82,1.2,0.31
14,42.5,14.6,22.73,2.9,0.4,-1.9,5.4,12.7,3.2,0.35,1,-1.25,-0.4,1.22,0.34
15,53.9,14.0,6.28,3.9,15.1,4.5,11.5,18.5,5.8,5.78,3,-2.08,-1.98,1.03,0.09
