date,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,SPEI_1,SPEI_3,SPEI_6,SPEI_12,SPEI_24
0,54.3,12.2,25.99,1.3,5.8,-4.7,1.4,7.5,3.7,4.49,3,-1.65,0.56,0.0,-0.92
1,61.8,13.3,20.53,1.8,4.3,-1.9,4.8,11.5,5.0,3.58,0,-0.45,-0.61,-0.26,-0.96
2,80.3,10.2,7.15,1.9,44.7,4.2,9.3,14.4,8.3,10.29,1,-0.71,-0.8,-0.47,-0.96
3,63.2,13.6,0.08,3.5,45.9,9.4,16.2,23.0,11.6,9.69,0,-0.4,-0.96,-0.35,-1.22
4,63.0,13.7,0.0,4.1,62.6,14.0,20.8,27.7,15.7,9.82,0,-0.71,-0.75,-0.67,-1.67
5,76.7,11.6,0.0,4.3,76.0,20.6,26.4,32.2,22.7,8.84,1,-0.82,-1.0,-1.02,-1.07
6,69.6,9.9,0.0,4.1,117.1,23.6,28.5,33.5,29.9,11.43,2,-1.07,-1.12,-0.73,-0.98
7,56.3,9.0,0.0,4.0,76.9,22.4,26.9,31.4,28.1,9.96,0,-1.13,-1.27,-1.35,-0.85
8,59.1,10.2,0.0,3.0,80.7,16.4,21.5,26.6,19.5,12.29,0,-0.56,-0.91,-1.1,-0.64
9,77.1,8.5,0.0,1.8,61.3,11.5,15.7,20.0,14.1,11.48,0,0.82,-0.43,-0.84,-0.48
10,70.1,7.8,2.66,1.3,63.5,6.5,10.4,14.3,9.9,12.87,0,1.33,-0.46,-0.81,-0.55
11,53.2,9.7,21.52,1.1,8.4,-1.4,3.5,8.4,5.5,6.12,1,1.09,-0.17,-0.81,-0.6
12,35.1,12.0,26.68,1.3,6.0,-5.4,0.6,6.6,3.7,4.45,0,-0.63,0.56,-0.69,-0.52
13,54.4,13.3,20.32,1.7,19.1,-1.8,4.9,11.6,5.4,7.16,4,-2.04,-0.06,-1.14,-1.05
14,50.0,14.8,13.92,2.7,2.4,1.5,8.9,16.3,6.2,2.2,0,-1.25,-0.46,-1.04,-1.07
15,64.1,12.7,1.49,3.1,57.1,7.4,13.7,20.1,10.1,10.6,2,-1.59,-1.64,-1.27,-1.13
16,66.9,13.0,0.0,4.0,29.9,13.9,20.4,26.9,14.5,6.86,0,-0.82,-1.5,-1.34,-1.35
17,67.4,12.1,0.0,4.7,87.0,19.6,25.6,31.7,20.0,9.81,1,-1.21,-1.5,-1.36,-1.56
18,70.7,10.6,0.0,4.0,113.0,22.5,27.8,33.1,28.9,11.46,0,0.25,-0.67,-0.33,-0.75
19,67.5,8.5,0.0,3.4,188.3,21.5,25.7,30.0,27.2,14.87,0,0.23,-0.26,-0.27,-1.19
